ParticipantID,Trial,Fixation,Duration,PupilSize,PositionX,PositionY,StartTime,EndTime,Task,SearchType,SearchOrder,Stimulus,Directionality,Ostension,ActorGender,ParticipantGender,Year
3_1_f1,1,8,121,1232,351.4,809,2172,2292,VisualSearch,Search,1,ng021ws.jpg,NA,NA,NA,female,2018
3_1_f1,1,53,224,1518,1481.6,649.1,16175,16398,VisualSearch,Search,1,ng021ws.jpg,NA,NA,NA,female,2018
3_1_f1,1,54,176,1461,1554.1,693.9,16422,16597,VisualSearch,Search,1,ng021ws.jpg,NA,NA,NA,female,2018
3_1_f1,1,55,136,1335,1622.9,723.2,16623,16758,VisualSearch,Search,1,ng021ws.jpg,NA,NA,NA,female,2018
3_1_f1,1,56,267,1189,1631.7,538.2,16801,17067,VisualSearch,Search,1,ng021ws.jpg,NA,NA,NA,female,2018
3_1_f1,1,57,254,1083,1434.1,544.6,17107,17360,VisualSearch,Search,1,ng021ws.jpg,NA,NA,NA,female,2018
3_1_f1,1,58,322,1099,1212.4,561.1,17389,17710,VisualSearch,Search,1,ng021ws.jpg,NA,NA,NA,female,2018
3_1_f1,1,18,213,1314,1659.7,668.1,5219,5431,VisualSearch,Search,1,ng021ws.jpg,NA,NA,NA,female,2018
3_1_f1,1,34,148,1389,505.3,1019.4,9836,9983,VisualSearch,Search,1,ng021ws.jpg,NA,NA,NA,female,2018
3_1_f1,1,9,266,1295,332.1,755.7,2315,2580,VisualSearch,Search,1,ng021ws.jpg,NA,NA,NA,female,2018
3_1_f1,1,10,228,1267,1251.8,814.4,2660,2887,VisualSearch,Search,1,ng021ws.jpg,NA,NA,NA,female,2018
3_1_f1,1,11,197,1257,1313,788.6,2906,3102,VisualSearch,Search,1,ng021ws.jpg,NA,NA,NA,female,2018
3_1_f1,1,12,315,1168,1215.5,788.2,3126,3440,VisualSearch,Search,1,ng021ws.jpg,NA,NA,NA,female,2018
3_1_f1,1,39,392,1400,925.8,980.3,11112,11503,VisualSearch,Search,1,ng021ws.jpg,NA,NA,NA,female,2018
3_1_f1,1,2,273,1551,911.2,724.1,389,661,VisualSearch,Search,1,ng021ws.jpg,NA,NA,NA,female,2018
3_1_f1,1,15,215,1278,1457.3,777.9,4500,4714,VisualSearch,Search,1,ng021ws.jpg,NA,NA,NA,female,2018
3_1_f1,1,16,266,1251,1622.8,761.8,4758,5023,VisualSearch,Search,1,ng021ws.jpg,NA,NA,NA,female,2018
3_1_f1,1,17,144,1307,1627,745.1,5037,5180,VisualSearch,Search,1,ng021ws.jpg,NA,NA,NA,female,2018
3_1_f1,1,19,302,1261,1671.6,683,5443,5744,VisualSearch,Search,1,ng021ws.jpg,NA,NA,NA,female,2018
3_1_f1,1,20,199,1237,1606,626.8,5785,5983,VisualSearch,Search,1,ng021ws.jpg,NA,NA,NA,female,2018
3_1_f1,1,13,751,1213,1259.4,783.4,3452,4202,VisualSearch,Search,1,ng021ws.jpg,NA,NA,NA,female,2018
3_1_f1,1,14,220,1275,1509.1,776.8,4262,4481,VisualSearch,Search,1,ng021ws.jpg,NA,NA,NA,female,2018
3_1_f1,1,60,158,1313,668.3,550.1,18070,18227,VisualSearch,Search,1,ng021ws.jpg,NA,NA,NA,female,2018
3_1_f1,1,33,196,1288,301.2,896.3,9587,9782,VisualSearch,Search,1,ng021ws.jpg,NA,NA,NA,female,2018
3_1_f1,1,65,310,1386,336.5,673,19621,19930,VisualSearch,Search,1,ng021ws.jpg,NA,NA,NA,female,2018
3_1_f1,1,66,341,1349,250.3,664.8,19971,20311,VisualSearch,Search,1,ng021ws.jpg,NA,NA,NA,female,2018
3_1_f1,1,67,178,1346,640.4,697.4,20373,20550,VisualSearch,Search,1,ng021ws.jpg,NA,NA,NA,female,2018
3_1_f1,1,70,125,1464,361.1,669,21049,21173,VisualSearch,Search,1,ng021ws.jpg,NA,NA,NA,female,2018
3_1_f1,1,26,186,1246,365.1,493,7301,7486,VisualSearch,Search,1,ng021ws.jpg,NA,NA,NA,female,2018
3_1_f1,1,59,265,1167,901.1,546.9,17761,18025,VisualSearch,Search,1,ng021ws.jpg,NA,NA,NA,female,2018
3_1_f1,1,28,289,1281,176,558,7772,8060,VisualSearch,Search,1,ng021ws.jpg,NA,NA,NA,female,2018
3_1_f1,1,61,223,1450,403.7,549.2,18276,18498,VisualSearch,Search,1,ng021ws.jpg,NA,NA,NA,female,2018
3_1_f1,1,62,490,1413,278.1,554.3,18539,19028,VisualSearch,Search,1,ng021ws.jpg,NA,NA,NA,female,2018
3_1_f1,1,63,287,1459,346.4,612.5,19068,19354,VisualSearch,Search,1,ng021ws.jpg,NA,NA,NA,female,2018
3_1_f1,1,64,219,1445,369.5,652,19379,19597,VisualSearch,Search,1,ng021ws.jpg,NA,NA,NA,female,2018
3_1_f1,1,69,213,1397,391.7,648.2,20818,21030,VisualSearch,Search,1,ng021ws.jpg,NA,NA,NA,female,2018
3_1_f1,1,24,205,1303,682.3,525.7,6818,7022,VisualSearch,Search,1,ng021ws.jpg,NA,NA,NA,female,2018
3_1_f1,1,21,208,1242,1464.3,524.8,6022,6229,VisualSearch,Search,1,ng021ws.jpg,NA,NA,NA,female,2018
3_1_f1,1,68,202,1380,555.1,676.7,20574,20775,VisualSearch,Search,1,ng021ws.jpg,NA,NA,NA,female,2018
3_1_f1,1,32,256,1230,242.1,958.7,9294,9549,VisualSearch,Search,1,ng021ws.jpg,NA,NA,NA,female,2018
3_1_f1,1,29,386,1323,235.4,703.4,8118,8503,VisualSearch,Search,1,ng021ws.jpg,NA,NA,NA,female,2018
3_1_f1,1,25,195,1269,498.2,499.7,7065,7259,VisualSearch,Search,1,ng021ws.jpg,NA,NA,NA,female,2018
3_1_f1,1,27,223,1248,222.3,569,7530,7752,VisualSearch,Search,1,ng021ws.jpg,NA,NA,NA,female,2018
3_1_f1,1,22,215,1237,1098.5,549.4,6278,6492,VisualSearch,Search,1,ng021ws.jpg,NA,NA,NA,female,2018
3_1_f1,1,23,248,1289,784.8,541.5,6540,6787,VisualSearch,Search,1,ng021ws.jpg,NA,NA,NA,female,2018
3_1_f1,1,30,239,1266,290.5,677.8,8526,8764,VisualSearch,Search,1,ng021ws.jpg,NA,NA,NA,female,2018
3_1_f1,1,31,452,1234,336.6,683.3,8782,9233,VisualSearch,Search,1,ng021ws.jpg,NA,NA,NA,female,2018
3_2_f,1,8,248,2505,971.4,410,3670,3917,SocialEngagement,NA,NA,m_pl_o1_dir_-o,TowardsYou,Private,Male,female,2018
3_2_f,1,13,159,2594,955.9,378.7,6272,6430,SocialEngagement,NA,NA,m_pl_o1_dir_-o,TowardsYou,Private,Male,female,2018
3_2_f,1,10,588,2524,957.8,646.8,4315,4902,SocialEngagement,NA,NA,m_pl_o1_dir_-o,TowardsYou,Private,Male,female,2018
3_2_f,1,7,1238,2417,968.9,419.8,2425,3662,SocialEngagement,NA,NA,m_pl_o1_dir_-o,TowardsYou,Private,Male,female,2018
3_2_f,1,3,146,2220,951,503.1,597,742,SocialEngagement,NA,NA,m_pl_o1_dir_-o,TowardsYou,Private,Male,female,2018
3_2_f,1,4,351,2245,963.4,450.1,760,1110,SocialEngagement,NA,NA,m_pl_o1_dir_-o,TowardsYou,Private,Male,female,2018
3_2_f,1,6,828,2276,946.9,422.5,1579,2406,SocialEngagement,NA,NA,m_pl_o1_dir_-o,TowardsYou,Private,Male,female,2018
3_2_f,1,9,350,2563,978.2,663.1,3958,4307,SocialEngagement,NA,NA,m_pl_o1_dir_-o,TowardsYou,Private,Male,female,2018
3_2_f,1,12,250,2552,947.5,417.3,6006,6255,SocialEngagement,NA,NA,m_pl_o1_dir_-o,TowardsYou,Private,Male,female,2018
3_2_f,1,5,276,2228,947.9,421.8,1121,1396,SocialEngagement,NA,NA,m_pl_o1_dir_-o,TowardsYou,Private,Male,female,2018
3_2_f,1,11,1045,2398,958,379.8,4944,5988,SocialEngagement,NA,NA,m_pl_o1_dir_-o,TowardsYou,Private,Male,female,2018
3_2_f,1,2,442,2167,782.9,303.3,112,553,SocialEngagement,NA,NA,m_pl_o1_dir_-o,TowardsYou,Private,Male,female,2018
3_2_f,1,1,58,2365,809.4,680.1,7,64,SocialEngagement,NA,NA,m_pl_o1_dir_-o,TowardsYou,Private,Male,female,2018
4_2_F1,1,19,270,1189,1493.4,199.7,8875,9144,VisualSearch,Search,1,ng021ws.jpg,NA,NA,NA,female,2018
4_2_F1,1,20,182,1273,810,505.8,9201,9382,VisualSearch,Search,1,ng021ws.jpg,NA,NA,NA,female,2018
4_2_F1,1,21,729,1478,282.8,467.7,9430,10158,VisualSearch,Search,1,ng021ws.jpg,NA,NA,NA,female,2018
