ParticipantID,Trial,Saccade,Direction,Amplitude,PeakVelocity,MeanVelocity,StartTime,EndTime,Duration,StartX,StartY,EndX,EndY,Blink,SearchType,SearchOrder,Task,ParticipantGender,Stimulus,ActorGender,Directionality,Ostension,Year
3_1_f1,4,58,RIGHT,3.97,255.33,104.47,14567,14604,38,1039.6,914.1,1219.5,808.8,false,Search,1,VisualSearch,female,ng064ws.jpg,NA,NA,NA,2018
3_1_f1,4,59,LEFT,1.49,104.17,61.99,14898,14921,24,1217.3,803.8,1137.6,824.7,false,Search,1,VisualSearch,female,ng064ws.jpg,NA,NA,NA,2018
3_1_f1,4,75,RIGHT,1.8,165.09,48.73,19703,19739,37,1483.2,587.8,1570.4,549.2,false,Search,1,VisualSearch,female,ng064ws.jpg,NA,NA,NA,2018
3_1_f1,4,76,LEFT,5.13,345.64,94.99,20095,20148,54,1597.9,542,1319.3,597,false,Search,1,VisualSearch,female,ng064ws.jpg,NA,NA,NA,2018
3_1_f1,4,39,LEFT,3.89,278.75,102.36,9697,9734,38,807.6,-26.2,645.9,69.2,false,Search,1,VisualSearch,female,ng064ws.jpg,NA,NA,NA,2018
3_1_f1,4,56,DOWN,2.07,130.98,82.88,13960,13984,25,946.4,809.6,979.8,896.2,false,Search,1,VisualSearch,female,ng064ws.jpg,NA,NA,NA,2018
3_1_f1,4,57,RIGHT,1.39,110.58,57.82,14394,14417,24,974.7,882.1,1046.3,908.2,false,Search,1,VisualSearch,female,ng064ws.jpg,NA,NA,NA,2018
3_1_f1,4,72,UP,1.41,91.61,66.98,18859,18879,21,1299.9,685,1273.2,629.9,false,Search,1,VisualSearch,female,ng064ws.jpg,NA,NA,NA,2018
3_1_f1,4,60,LEFT,3.74,313.25,74.8,15186,15235,50,1142.7,833.4,957.3,914.2,false,Search,1,VisualSearch,female,ng064ws.jpg,NA,NA,NA,2018
3_1_f1,4,53,UP,2.54,181.02,61.84,13123,13163,41,1525.3,176.8,1577,83.9,false,Search,1,VisualSearch,female,ng064ws.jpg,NA,NA,NA,2018
3_1_f1,4,54,DOWN,19.35,683.18,233.16,13441,13523,83,1585.4,84.2,1122.7,806.2,false,Search,1,VisualSearch,female,ng064ws.jpg,NA,NA,NA,2018
3_1_f1,4,55,LEFT,2.41,260.7,60.17,13708,13747,40,1118.7,804.9,983.3,812.2,false,Search,1,VisualSearch,female,ng064ws.jpg,NA,NA,NA,2018
3_1_f1,4,71,LEFT,1.77,168.87,53.71,18643,18675,33,1409.2,718.5,1319.2,685.7,false,Search,1,VisualSearch,female,ng064ws.jpg,NA,NA,NA,2018
3_2_f,4,7,.,0.47,49.09,27.48,5110,5126,17,965.3,390.9,989.5,385.7,false,NA,NA,SocialEngagement,female,m_pl_o1_dir_+o,m,dir,+o,2018
3_2_f,4,1,RIGHT,3.97,189.23,107.22,54,90,37,754.1,503.4,967.3,476.9,false,NA,NA,SocialEngagement,female,m_pl_o1_dir_+o,m,dir,+o,2018
3_2_f,4,3,UP,0.54,42.53,48.89,892,902,11,974.1,429.1,987.3,410.1,false,NA,NA,SocialEngagement,female,m_pl_o1_dir_+o,m,dir,+o,2018
3_2_f,4,6,UP,7.04,249.37,156.53,3576,3620,45,970.9,662.1,975.4,377.2,false,NA,NA,SocialEngagement,female,m_pl_o1_dir_+o,m,dir,+o,2018
3_2_f,4,5,DOWN,1.23,86.26,61.53,3099,3118,20,927.7,637.1,974.4,674.2,false,NA,NA,SocialEngagement,female,m_pl_o1_dir_+o,m,dir,+o,2018
3_2_f,4,2,UP,1.4,89.28,70.1,511,530,20,961.9,470,978.2,415.5,false,NA,NA,SocialEngagement,female,m_pl_o1_dir_+o,m,dir,+o,2018
3_2_f,4,4,DOWN,5.02,294.15,114.07,2851,2894,44,970.4,412.3,931.3,612.5,false,NA,NA,SocialEngagement,female,m_pl_o1_dir_+o,m,dir,+o,2018
3_2_f,4,8,LEFT,0.67,56.88,37.16,5577,5594,18,986.8,379.1,950.8,380.5,false,NA,NA,SocialEngagement,female,m_pl_o1_dir_+o,m,dir,+o,2018
4_1_F,4,12,.,0.37,33.07,41.52,6226,6234,9,973,363.9,959.2,353.2,false,NA,NA,SocialEngagement,female,m_pl_o1_dir_+o,m,dir,+o,2018
4_1_F,4,1,RIGHT,2.18,140.89,83.91,128,153,26,879.8,491.4,994.8,470.1,false,NA,NA,SocialEngagement,female,m_pl_o1_dir_+o,m,dir,+o,2018
4_1_F,4,5,DOWN,2.08,143.34,44.31,2500,2546,47,968.5,377.5,957.9,459.7,false,NA,NA,SocialEngagement,female,m_pl_o1_dir_+o,m,dir,+o,2018
4_1_F,4,2,UP,1.25,79.21,65.86,431,449,19,976.5,486.4,974.3,436.5,false,NA,NA,SocialEngagement,female,m_pl_o1_dir_+o,m,dir,+o,2018
4_1_F,4,3,DOWN,1.82,149.59,44.36,1692,1732,41,957.8,352.8,951.8,424.5,false,NA,NA,SocialEngagement,female,m_pl_o1_dir_+o,m,dir,+o,2018
4_1_F,4,4,UP,2.69,198.66,67.27,2131,2170,40,943.1,434,974.1,330.3,false,NA,NA,SocialEngagement,female,m_pl_o1_dir_+o,m,dir,+o,2018
4_1_F,4,9,UP,3.43,157.1,104.04,5126,5158,33,957.3,602.6,950,464,false,NA,NA,SocialEngagement,female,m_pl_o1_dir_+o,m,dir,+o,2018
4_1_F,4,6,UP,3.31,266.51,69.04,2807,2854,48,950.2,494.9,958.1,363.3,false,NA,NA,SocialEngagement,female,m_pl_o1_dir_+o,m,dir,+o,2018
4_1_F,4,7,DOWN,5.01,269.73,100.25,4668,4717,50,958.6,430.6,965.1,633.3,false,NA,NA,SocialEngagement,female,m_pl_o1_dir_+o,m,dir,+o,2018
4_1_F,4,8,UP,1.19,96.95,49.55,4818,4841,24,955.2,655.7,965.4,607.3,false,NA,NA,SocialEngagement,female,m_pl_o1_dir_+o,m,dir,+o,2018
4_1_F,4,10,UP,3.57,191.51,115.27,5256,5286,31,957.1,478.6,955.3,337.1,false,NA,NA,SocialEngagement,female,m_pl_o1_dir_+o,m,dir,+o,2018
4_1_F,4,11,UP,0.69,53.24,43.09,5808,5823,16,978.4,367.9,987.5,341.6,false,NA,NA,SocialEngagement,female,m_pl_o1_dir_+o,m,dir,+o,2018
4_2_F1,4,32,UP,1.61,104.28,76.73,10270,10290,21,343.4,935.2,391.8,873,false,Search,1,VisualSearch,female,ng064ws.jpg,NA,NA,NA,2018
4_2_F1,4,28,LEFT,10.3,363.55,201.94,8812,8862,51,960.1,458.9,394.4,500.1,false,Search,1,VisualSearch,female,ng064ws.jpg,NA,NA,NA,2018
4_2_F1,4,31,DOWN,5.29,238.37,132.37,9914,9953,40,430.1,699.4,350.6,923.2,false,Search,1,VisualSearch,female,ng064ws.jpg,NA,NA,NA,2018
4_2_F1,4,22,DOWN,2.45,186.4,72.19,6918,6951,34,1204.3,203.2,1247.1,293.9,false,Search,1,VisualSearch,female,ng064ws.jpg,NA,NA,NA,2018
4_2_F1,4,29,RIGHT,3.89,238.84,144.1,9197,9223,27,377.5,492.2,594.2,490.6,false,Search,1,VisualSearch,female,ng064ws.jpg,NA,NA,NA,2018
4_2_F1,4,30,DOWN,5.86,213.76,108.49,9642,9695,54,598.9,479.7,434.8,689.2,false,Search,1,VisualSearch,female,ng064ws.jpg,NA,NA,NA,2018
4_2_F1,4,27,LEFT,13.06,376.44,207.34,8512,8574,63,1711.1,406.5,988.1,469.5,false,Search,1,VisualSearch,female,ng064ws.jpg,NA,NA,NA,2018
4_2_F1,4,26,LEFT,1.04,75.04,64.71,8190,8205,16,1751.1,371.2,1704.2,396.9,false,Search,1,VisualSearch,female,ng064ws.jpg,NA,NA,NA,2018
4_2_F1,4,23,UP,3.9,247.53,84.75,7148,7193,46,1254.1,298.9,1355.1,164.8,false,Search,1,VisualSearch,female,ng064ws.jpg,NA,NA,NA,2018
4_2_F1,4,24,RIGHT,6.8,256.41,154.54,7467,7510,44,1346.1,158,1704.7,241.7,false,Search,1,VisualSearch,female,ng064ws.jpg,NA,NA,NA,2018
4_2_F1,4,25,DOWN,3.42,213.93,121.98,7871,7898,28,1712.1,238.7,1748.7,373.9,false,Search,1,VisualSearch,female,ng064ws.jpg,NA,NA,NA,2018
4_2_F1,4,33,RIGHT,14.25,446.44,259.1,10540,10594,55,374.7,875.5,1186.2,1027.8,false,Search,1,VisualSearch,female,ng064ws.jpg,NA,NA,NA,2018
4_2_F1,4,34,UP,6.12,350.79,135.89,10814,10858,45,1180.3,1025.5,1189.6,755,false,Search,1,VisualSearch,female,ng064ws.jpg,NA,NA,NA,2018
4_2_F1,4,40,RIGHT,6.5,304.11,162.38,12768,12807,40,1379.7,620.5,1714.5,507.7,false,Search,1,VisualSearch,female,ng064ws.jpg,NA,NA,NA,2018
4_2_F1,4,41,UP,2.1,137.42,91.51,13075,13097,23,1701.4,514.9,1702.2,428.5,false,Search,1,VisualSearch,female,ng064ws.jpg,NA,NA,NA,2018
4_2_F1,4,42,LEFT,22.1,462.85,276.21,13406,13485,80,1700.2,438.2,492.5,695.9,false,Search,1,VisualSearch,female,ng064ws.jpg,NA,NA,NA,2018
4_2_F1,4,6,UP,10.79,480.79,168.52,1699,1762,64,601,428.3,304.5,56.3,false,Search,1,VisualSearch,female,ng064ws.jpg,NA,NA,NA,2018
4_2_F1,4,7,DOWN,1.17,82.03,55.9,2175,2195,21,324,25.9,352.4,67.6,false,Search,1,VisualSearch,female,ng064ws.jpg,NA,NA,NA,2018
4_2_F1,4,8,LEFT,2.84,182.66,64.5,2379,2422,44,342.9,74.2,184.3,63.2,false,Search,1,VisualSearch,female,ng064ws.jpg,NA,NA,NA,2018
4_2_F1,4,9,RIGHT,10.27,413.05,205.47,2737,2786,50,173.6,40.6,731.6,-35.4,false,Search,1,VisualSearch,female,ng064ws.jpg,NA,NA,NA,2018
4_2_F1,4,10,RIGHT,8.31,409.97,176.84,3051,3097,47,743.8,-3,1165,102.7,false,Search,1,VisualSearch,female,ng064ws.jpg,NA,NA,NA,2018
4_2_F1,4,11,RIGHT,8.39,360.3,186.41,3405,3449,45,1171.8,124.2,1626.4,75.5,false,Search,1,VisualSearch,female,ng064ws.jpg,NA,NA,NA,2018
4_2_F1,4,12,RIGHT,0.73,54.4,52.4,3675,3688,14,1623.9,65.6,1654.7,46.4,false,Search,1,VisualSearch,female,ng064ws.jpg,NA,NA,NA,2018
4_2_F1,4,13,DOWN,5.96,378.99,205.44,3919,3947,29,1648.2,43,1652,280.1,false,Search,1,VisualSearch,female,ng064ws.jpg,NA,NA,NA,2018
4_2_F1,4,14,LEFT,5.71,234.19,126.79,4195,4239,45,1646.4,287.9,1333,260.1,false,Search,1,VisualSearch,female,ng064ws.jpg,NA,NA,NA,2018
4_2_F1,4,15,UP,2.31,131.71,79.77,4592,4620,29,1312.9,247.7,1379.6,170.9,false,Search,1,VisualSearch,female,ng064ws.jpg,NA,NA,NA,2018
4_2_F1,4,16,LEFT,5.83,270.81,157.56,4873,4909,37,1381.3,176,1095.4,272.1,false,Search,1,VisualSearch,female,ng064ws.jpg,NA,NA,NA,2018
4_2_F1,4,19,RIGHT,6.44,359.58,207.67,5855,5885,31,367.5,91.3,660.2,231.6,false,Search,1,VisualSearch,female,ng064ws.jpg,NA,NA,NA,2018
4_2_F1,4,20,DOWN,5.23,274.93,149.34,6183,6217,35,672.5,230.3,607.5,431.3,false,Search,1,VisualSearch,female,ng064ws.jpg,NA,NA,NA,2018
4_2_F1,4,21,RIGHT,12.05,476.27,261.98,6502,6547,46,611.5,431.8,1192.8,213.5,false,Search,1,VisualSearch,female,ng064ws.jpg,NA,NA,NA,2018
4_2_F1,4,5,RIGHT,4.25,250.78,151.95,1407,1434,28,400.1,517.6,595.5,421.1,false,Search,1,VisualSearch,female,ng064ws.jpg,NA,NA,NA,2018
4_2_F1,4,35,DOWN,4.46,249.09,143.95,11090,11120,31,1181.4,735.9,1053.9,902.5,false,Search,1,VisualSearch,female,ng064ws.jpg,NA,NA,NA,2018
4_2_F1,4,36,UP,10.37,389.45,225.48,11468,11513,46,1029.1,916.5,1086,480.4,false,Search,1,VisualSearch,female,ng064ws.jpg,NA,NA,NA,2018
4_2_F1,4,37,RIGHT,4.64,244.2,149.76,11944,11974,31,1087,465.2,1340.4,477.5,false,Search,1,VisualSearch,female,ng064ws.jpg,NA,NA,NA,2018
4_2_F1,4,38,DOWN,3.17,197.77,126.66,12291,12315,25,1357.1,463,1393.4,589.1,false,Search,1,VisualSearch,female,ng064ws.jpg,NA,NA,NA,2018
4_2_F1,4,39,DOWN,0.51,46.94,38.89,12452,12464,13,1382.9,597.3,1370.6,616.1,false,Search,1,VisualSearch,female,ng064ws.jpg,NA,NA,NA,2018
4_2_F1,4,1,RIGHT,10.04,408.35,239.1,91,132,42,1158.8,723.1,1708.5,605.2,false,Search,1,VisualSearch,female,ng064ws.jpg,NA,NA,NA,2018
4_2_F1,4,2,LEFT,10.23,379.69,193.07,441,493,53,1697.7,592.8,1143.3,481.3,false,Search,1,VisualSearch,female,ng064ws.jpg,NA,NA,NA,2018
4_2_F1,4,3,UP,5.83,269.98,135.58,708,750,43,1114.9,517,901.9,345.6,false,Search,1,VisualSearch,female,ng064ws.jpg,NA,NA,NA,2018
4_2_F1,4,4,LEFT,9.97,358.13,212.04,1e3,1046,47,897.4,348.6,392,503.1,false,Search,1,VisualSearch,female,ng064ws.jpg,NA,NA,NA,2018
4_2_F1,4,17,LEFT,14.28,441.02,101.31,5208,5348,141,1079.9,280.2,295.7,285,false,Search,1,VisualSearch,female,ng064ws.jpg,NA,NA,NA,2018
4_2_F1,4,18,UP,5.06,287.1,153.34,5621,5653,33,273.1,277,364.5,86.9,false,Search,1,VisualSearch,female,ng064ws.jpg,NA,NA,NA,2018
4_2_F1,4,64,DOWN,1.53,91.5,69.44,20881,20902,22,418.2,16.4,441.2,74,false,Search,1,VisualSearch,female,ng064ws.jpg,NA,NA,NA,2018
4_2_F1,4,43,LEFT,2.52,155.6,105.05,13786,13809,24,467.7,697.2,357,766.7,false,Search,1,VisualSearch,female,ng064ws.jpg,NA,NA,NA,2018
4_2_F1,4,44,LEFT,1.32,71.89,66.12,14125,14144,20,355.9,769.7,287,795.6,false,Search,1,VisualSearch,female,ng064ws.jpg,NA,NA,NA,2018
4_2_F1,4,45,DOWN,1.39,115.79,60.57,14432,14454,23,275.3,797,274.5,858.5,false,Search,1,VisualSearch,female,ng064ws.jpg,NA,NA,NA,2018
4_2_F1,4,46,UP,0.98,71.57,75.52,14734,14746,13,285.7,858.1,320.6,823.5,false,Search,1,VisualSearch,female,ng064ws.jpg,NA,NA,NA,2018
4_2_F1,4,47,DOWN,3.48,223.56,133.66,15031,15056,26,295.2,831.8,330.1,986.1,false,Search,1,VisualSearch,female,ng064ws.jpg,NA,NA,NA,2018
4_2_F1,4,51,DOWN,0.76,78.94,32.87,16106,16128,23,992,875.8,989.9,909.1,false,Search,1,VisualSearch,female,ng064ws.jpg,NA,NA,NA,2018
4_2_F1,4,52,LEFT,2.35,139.63,97.88,16374,16397,24,993.1,911.6,883.4,852.5,false,Search,1,VisualSearch,female,ng064ws.jpg,NA,NA,NA,2018
4_2_F1,4,48,DOWN,0.82,61.73,54.74,15316,15330,15,319.1,993.4,332.1,1030.2,false,Search,1,VisualSearch,female,ng064ws.jpg,NA,NA,NA,2018
4_2_F1,4,58,DOWN,2.74,170.6,105.43,18591,18616,26,1396.1,812.1,1472.1,918.4,false,Search,1,VisualSearch,female,ng064ws.jpg,NA,NA,NA,2018
4_2_F1,4,59,RIGHT,2.28,139.2,98.99,18893,18915,23,1465.9,906.5,1581.3,959.3,false,Search,1,VisualSearch,female,ng064ws.jpg,NA,NA,NA,2018
4_2_F1,4,54,UP,2.44,154.3,101.65,17180,17203,24,1045.1,679.6,980,591.4,false,Search,1,VisualSearch,female,ng064ws.jpg,NA,NA,NA,2018
4_2_F1,4,49,RIGHT,11.32,369.71,221.93,15686,15736,51,328.7,1024.3,993.3,973.7,false,Search,1,VisualSearch,female,ng064ws.jpg,NA,NA,NA,2018
4_2_F1,4,50,UP,2.06,170.37,57.24,15919,15954,36,977.6,981,991.1,889.6,false,Search,1,VisualSearch,female,ng064ws.jpg,NA,NA,NA,2018
4_2_F1,4,63,RIGHT,3.5,205.77,129.72,20390,20416,27,225,41.6,418.2,22.4,false,Search,1,VisualSearch,female,ng064ws.jpg,NA,NA,NA,2018
4_2_F1,4,55,DOWN,10.87,310.95,123.54,17613,17700,88,963.5,594.7,1265.8,1005.4,false,Search,1,VisualSearch,female,ng064ws.jpg,NA,NA,NA,2018
4_2_F1,4,56,UP,2.51,152.74,96.35,17962,17987,26,1278,1003.7,1291.1,891.3,false,Search,1,VisualSearch,female,ng064ws.jpg,NA,NA,NA,2018
4_2_F1,4,53,UP,5.19,264.15,157.2,16743,16775,33,878.8,853.5,1047.3,673.4,false,Search,1,VisualSearch,female,ng064ws.jpg,NA,NA,NA,2018
4_2_F1,4,60,UP,16.66,578.42,264.48,19125,19187,63,1615,953.7,1521.1,247.3,false,Search,1,VisualSearch,female,ng064ws.jpg,NA,NA,NA,2018
4_2_F1,4,61,LEFT,19.77,492.82,274.62,19319,19390,72,1514.6,233.2,447.2,77.4,false,Search,1,VisualSearch,female,ng064ws.jpg,NA,NA,NA,2018
4_2_F1,4,57,RIGHT,2.95,160.2,89.28,18240,18272,33,1285.7,895.3,1408,805.9,false,Search,1,VisualSearch,female,ng064ws.jpg,NA,NA,NA,2018
4_2_F1,4,62,LEFT,3.54,214.45,76.95,19800,19845,46,419.4,68.7,226.9,38.5,false,Search,1,VisualSearch,female,ng064ws.jpg,NA,NA,NA,2018
5_1_m2,4,8,RIGHT,1.23,82.82,76.91,2323,2338,16,1578.6,101.7,1637.9,77.2,false,Count,2,VisualSearch,male,ng064ws.jpg,NA,NA,NA,2018
5_1_m2,4,9,LEFT,3.75,202.6,120.97,2761,2791,31,1627.9,79.4,1435.9,135.1,false,Count,2,VisualSearch,male,ng064ws.jpg,NA,NA,NA,2018
5_1_m2,4,10,RIGHT,2.63,153.86,93.77,2942,2969,28,1434.8,140.8,1573.8,169.7,false,Count,2,VisualSearch,male,ng064ws.jpg,NA,NA,NA,2018
5_1_m2,4,25,UP,2.36,118.26,78.55,9373,9402,30,1757.8,664.1,1772.7,565,false,Count,2,VisualSearch,male,ng064ws.jpg,NA,NA,NA,2018
5_1_m2,4,26,DOWN,2.38,138.38,99.19,9725,9748,24,1755.1,567.9,1739.9,668,false,Count,2,VisualSearch,male,ng064ws.jpg,NA,NA,NA,2018
5_1_m2,4,27,DOWN,2.35,158.51,102.28,10035,10057,23,1724.8,676,1684.5,773.1,false,Count,2,VisualSearch,male,ng064ws.jpg,NA,NA,NA,2018
5_1_m2,4,28,RIGHT,1.51,94.07,68.55,10593,10614,22,1682.2,798.8,1771.7,803.6,false,Count,2,VisualSearch,male,ng064ws.jpg,NA,NA,NA,2018
5_1_m2,4,41,RIGHT,1.56,98.59,77.9,15337,15356,20,1484.2,690.4,1572.9,697.9,false,Count,2,VisualSearch,male,ng064ws.jpg,NA,NA,NA,2018
5_1_m2,4,42,LEFT,3.37,199.86,129.47,15747,15772,26,1576.1,696.8,1409.5,769.5,false,Count,2,VisualSearch,male,ng064ws.jpg,NA,NA,NA,2018
5_1_m2,4,43,DOWN,2.3,135.84,85.12,16026,16052,27,1395.2,772.6,1440.3,866.8,false,Count,2,VisualSearch,male,ng064ws.jpg,NA,NA,NA,2018
5_1_m2,4,44,.,0.26,38.82,43.88,16567,16572,6,1414.9,859.6,1406.6,849.9,false,Count,2,VisualSearch,male,ng064ws.jpg,NA,NA,NA,2018
5_1_m2,4,45,DOWN,1.38,97.58,72.87,16861,16879,19,1402.9,838.4,1349.2,883.5,false,Count,2,VisualSearch,male,ng064ws.jpg,NA,NA,NA,2018
5_1_m2,4,46,DOWN,1.88,114.67,81.53,17315,17337,23,1352.4,888.7,1412.2,959,false,Count,2,VisualSearch,male,ng064ws.jpg,NA,NA,NA,2018
5_1_m2,4,47,LEFT,1.14,81.71,71.09,18019,18034,16,1407.9,985.2,1342.7,996.8,false,Count,2,VisualSearch,male,ng064ws.jpg,NA,NA,NA,2018
5_1_m2,4,48,UP,0.75,51.44,53.65,18291,18304,14,1332.2,999.9,1331,965.7,false,Count,2,VisualSearch,male,ng064ws.jpg,NA,NA,NA,2018
5_1_m2,4,49,DOWN,1.83,102.73,79.62,18553,18575,23,1319.6,960,1312.7,1043.7,false,Count,2,VisualSearch,male,ng064ws.jpg,NA,NA,NA,2018
5_1_m2,4,50,LEFT,1.35,87.96,58.57,18885,18907,23,1312.2,1043.2,1245.2,1010.1,false,Count,2,VisualSearch,male,ng064ws.jpg,NA,NA,NA,2018
5_1_m2,4,51,UP,2.92,134.97,83.35,19212,19246,35,1241,998.4,1247.5,867.8,false,Count,2,VisualSearch,male,ng064ws.jpg,NA,NA,NA,2018
5_1_m2,4,52,DOWN,3.27,146.29,99.15,20040,20072,33,1243.4,879.8,1196.4,1022.6,false,Count,2,VisualSearch,male,ng064ws.jpg,NA,NA,NA,2018
5_1_m2,4,53,LEFT,2.22,135.52,96.6,20353,20375,23,1194,1018,1083.1,1071.9,false,Count,2,VisualSearch,male,ng064ws.jpg,NA,NA,NA,2018
5_1_m2,4,54,UP,3.98,193.93,116.95,20657,20690,34,1069.9,1068.7,1133.1,894.9,false,Count,2,VisualSearch,male,ng064ws.jpg,NA,NA,NA,2018
5_1_m2,4,55,DOWN,1.42,97.34,71.11,21038,21057,20,1125.9,901.4,1069.7,947.3,false,Count,2,VisualSearch,male,ng064ws.jpg,NA,NA,NA,2018
5_1_m2,4,33,RIGHT,0.74,56.8,53.02,12303,12316,14,1641.9,633.7,1684.6,630.4,false,Count,2,VisualSearch,male,ng064ws.jpg,NA,NA,NA,2018
5_1_m2,4,34,LEFT,0.83,60.79,55.27,12549,12563,15,1687.5,631.7,1652.2,608.1,false,Count,2,VisualSearch,male,ng064ws.jpg,NA,NA,NA,2018
5_1_m2,4,29,LEFT,1.34,89.69,66.96,10941,10960,20,1757,815.8,1678.6,805.5,false,Count,2,VisualSearch,male,ng064ws.jpg,NA,NA,NA,2018
5_1_m2,4,30,.,0.49,43.47,60.94,11223,11230,8,1669.2,798.9,1644.7,787.8,false,Count,2,VisualSearch,male,ng064ws.jpg,NA,NA,NA,2018
5_1_m2,4,31,UP,2.43,159.98,101.46,11375,11398,24,1639.8,784.9,1610.1,682.4,false,Count,2,VisualSearch,male,ng064ws.jpg,NA,NA,NA,2018
5_1_m2,4,32,RIGHT,1.31,88.77,65.29,11701,11720,20,1584,663.2,1649.6,636.2,false,Count,2,VisualSearch,male,ng064ws.jpg,NA,NA,NA,2018
5_1_m2,4,1,UP,13.52,454.05,259.96,95,146,52,1278.5,1075.6,1413.5,493.9,false,Count,2,VisualSearch,male,ng064ws.jpg,NA,NA,NA,2018
5_1_m2,4,2,LEFT,9.12,366.38,144.75,452,514,63,1396.4,535.4,923,669,false,Count,2,VisualSearch,male,ng064ws.jpg,NA,NA,NA,2018
5_1_m2,4,3,UP,16.18,552.78,278.98,778,835,58,910.1,648.9,379.1,123,false,Count,2,VisualSearch,male,ng064ws.jpg,NA,NA,NA,2018
5_1_m2,4,4,RIGHT,22.16,515.38,346.19,1153,1216,64,375.3,113.2,1589.6,260.9,false,Count,2,VisualSearch,male,ng064ws.jpg,NA,NA,NA,2018
5_1_m2,4,5,UP,3.3,128.47,89.16,1479,1515,37,1545.3,272,1533.4,141.8,false,Count,2,VisualSearch,male,ng064ws.jpg,NA,NA,NA,2018
5_1_m2,4,6,LEFT,6.96,302.83,178.36,1684,1722,39,1537.1,147.5,1158.3,158.3,false,Count,2,VisualSearch,male,ng064ws.jpg,NA,NA,NA,2018
5_1_m2,4,7,RIGHT,8.47,294.78,192.54,2031,2074,44,1159.4,190.1,1598.7,84.5,false,Count,2,VisualSearch,male,ng064ws.jpg,NA,NA,NA,2018
5_1_m2,4,11,DOWN,0.83,58.93,59.03,3174,3187,14,1562.5,172.4,1543.8,202.2,false,Count,2,VisualSearch,male,ng064ws.jpg,NA,NA,NA,2018
5_1_m2,4,12,UP,1.68,115.16,76.45,3296,3317,22,1546.2,207.9,1549.9,141.6,false,Count,2,VisualSearch,male,ng064ws.jpg,NA,NA,NA,2018
5_1_m2,4,13,UP,0.61,40.3,22.52,3833,3859,27,1536.3,126.8,1536.1,102.9,false,Count,2,VisualSearch,male,ng064ws.jpg,NA,NA,NA,2018
5_1_m2,4,14,DOWN,1.52,79,75.98,4396,4415,20,1538.4,118.6,1530,178.1,false,Count,2,VisualSearch,male,ng064ws.jpg,NA,NA,NA,2018
5_1_m2,4,15,DOWN,1.33,90.26,66.43,4678,4697,20,1524.9,186.1,1561.6,231.6,false,Count,2,VisualSearch,male,ng064ws.jpg,NA,NA,NA,2018
5_1_m2,4,16,DOWN,1.72,95.25,74.58,5228,5250,23,1558.8,244.3,1612,301,false,Count,2,VisualSearch,male,ng064ws.jpg,NA,NA,NA,2018
5_1_m2,4,17,.,0.34,30.34,55.99,5429,5434,6,1606.8,306.6,1612,293.7,false,Count,2,VisualSearch,male,ng064ws.jpg,NA,NA,NA,2018
5_1_m2,4,18,RIGHT,1.41,84.97,70.47,6274,6293,20,1588.1,316,1667.4,317.9,false,Count,2,VisualSearch,male,ng064ws.jpg,NA,NA,NA,2018
5_1_m2,4,19,.,0.3,36.71,37.72,7129,7136,8,1650.7,329.8,1656.9,341.1,false,Count,2,VisualSearch,male,ng064ws.jpg,NA,NA,NA,2018
5_1_m2,4,20,RIGHT,0.73,57.11,73.02,7509,7518,10,1656.2,350.8,1688.9,368.9,false,Count,2,VisualSearch,male,ng064ws.jpg,NA,NA,NA,2018
5_1_m2,4,21,DOWN,0.76,56.74,58.09,8148,8160,13,1680,378.3,1705.9,402.8,false,Count,2,VisualSearch,male,ng064ws.jpg,NA,NA,NA,2018
5_1_m2,4,35,DOWN,0.77,58.32,59.6,12802,12814,13,1641,596.1,1640.5,628.6,false,Count,2,VisualSearch,male,ng064ws.jpg,NA,NA,NA,2018
5_1_m2,4,36,LEFT,0.77,59.07,63.81,13127,13138,12,1644.9,645.8,1603.2,635.3,false,Count,2,VisualSearch,male,ng064ws.jpg,NA,NA,NA,2018
5_1_m2,4,37,UP,6.7,249.54,18.93,13437,13790,354,1584.6,606.3,1757.7,360.1,true,Count,2,VisualSearch,male,ng064ws.jpg,NA,NA,NA,2018
5_1_m2,4,38,LEFT,6.25,267.03,16.49,13892,14270,379,1820.5,358.5,1547,523.5,true,Count,2,VisualSearch,male,ng064ws.jpg,NA,NA,NA,2018
5_1_m2,4,39,LEFT,0.74,59,46.07,14449,14464,16,1525.6,528.9,1493.9,548.4,false,Count,2,VisualSearch,male,ng064ws.jpg,NA,NA,NA,2018
5_1_m2,4,40,DOWN,3.04,147.41,95.06,14839,14870,32,1493.4,549.2,1485.3,675.6,false,Count,2,VisualSearch,male,ng064ws.jpg,NA,NA,NA,2018
5_1_m2,4,22,.,0.28,37.11,47.48,8514,8519,6,1705.9,416.7,1719.6,423,false,Count,2,VisualSearch,male,ng064ws.jpg,NA,NA,NA,2018
5_1_m2,4,24,DOWN,1.68,101.27,79.9,9221,9241,21,1735.2,593.6,1758.1,662.7,false,Count,2,VisualSearch,male,ng064ws.jpg,NA,NA,NA,2018
5_1_m2,4,23,DOWN,3.09,156.03,118.86,8791,8816,26,1720.9,438,1734.7,565.4,false,Count,2,VisualSearch,male,ng064ws.jpg,NA,NA,NA,2018
5_2_m,4,4,UP,0.85,57.17,61.06,2122,2135,14,912.1,647.6,928.9,614.7,false,NA,NA,SocialEngagement,male,m_pl_o1_div_+o,m,div,+o,2018
